Country/Region,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
Canada,0.12903225806451613,1.0,344.2903225806452,1506.3666666666666,1065.8709677419354,391.5,388.9032258064516,401.741935483871,1080.9666666666667,2367.7419354838707,4770.233333333334,6483.258064516129,6010.645161290323,2967.8214285714284,3778.3225806451615,7783.8,4799.8387096774195,1027.5666666666666,482.03225806451616,2223.6774193548385,4024.8333333333335,2772.516129032258,2500.866666666667,13616.870967741936,26351.83870967742,7743.178571428572,5883.870967741936,8759.466666666667,3754.0967741935483,2455.4,4159.967741935484,3263.8387096774195,2500.133333333333,2860.7741935483873,2008.1333333333334,1945.1290322580646,1882.967741935484,1340.0,429.03225806451616
Central African Republic,0.0,0.0,0.0967741935483871,1.5666666666666667,30.29032258064516,89.2,27.838709677419356,3.129032258064516,3.933333333333333,1.1935483870967742,1.5666666666666667,1.4516129032258065,0.5806451612903226,0.5357142857142857,5.064516129032258,39.63333333333333,21.93548387096774,1.6666666666666667,0.3225806451612903,133.70967741935485,2.5,4.741935483870968,4.3,14.67741935483871,56.645161290322584,10.928571428571429,13.67741935483871,0.0,0.0,0.0,3.7096774193548385,3.161290322580645,1.7,11.193548387096774,1.7,1.2903225806451613,0.5483870967741935,0.0,0.0
Chad,0.0,0.0,0.22580645161290322,2.2,22.741935483870968,2.533333333333333,2.2580645161290325,2.4838709677419355,6.1,9.03225806451613,6.333333333333333,13.32258064516129,39.83870967741935,21.0,17.64516129032258,8.833333333333334,3.4516129032258065,0.5666666666666667,0.7096774193548387,0.6129032258064516,1.4666666666666666,0.8709677419354839,0.06666666666666667,19.225806451612904,31.35483870967742,3.5714285714285716,1.7096774193548387,3.3666666666666667,0.1935483870967742,0.26666666666666666,0.22580645161290322,3.2580645161290325,1.5,1.4193548387096775,0.6333333333333333,0.12903225806451613,0.06451612903225806,0.9285714285714286,0.03225806451612903
Chile,0.0,0.06896551724137931,91.45161290322581,485.5,3382.6774193548385,5012.433333333333,2374.967741935484,1744.1290322580646,1661.5333333333333,1467.9354838709678,1329.3,1809.967741935484,3695.0,3347.75,5347.354838709677,6494.633333333333,5825.5161290322585,5551.5,1845.6129032258063,701.0645161290323,504.7,1289.5806451612902,2198.8333333333335,1361.9354838709678,11535.032258064517,31087.785714285714,13223.129032258064,2723.9,4578.225806451613,9339.066666666668,7709.935483870968,8399.161290322581,3862.8333333333335,4266.548387096775,5241.233333333334,3628.2580645161293,2487.1935483870966,1619.75,746.6774193548387
China,298.51612903225805,2326.3793103448274,124.3225806451613,94.2,20.838709677419356,26.366666666666667,101.80645161290323,84.51612903225806,39.1,51.12903225806452,66.5,104.35483870967742,167.03225806451613,39.107142857142854,34.67741935483871,37.36666666666667,31.0,41.6,55.70967741935484,79.90322580645162,57.833333333333336,51.806451612903224,72.03333333333333,134.5483870967742,200.41935483870967,9500.17857142857,29964.935483870966,20508.866666666665,2335.483870967742,1247.8666666666666,3987.3548387096776,7505.290322580645,8224.633333333333,6133.580645161291,25325.7,26432.967741935485,9396.58064516129,0.9285714285714286,0.0
Colombia,0.0,0.0,29.225806451612904,181.4,721.8387096774194,2245.1,6241.903225806452,9964.935483870968,6855.1,7704.677419354839,7782.833333333333,10257.516129032258,14193.677419354839,5256.571428571428,4874.741935483871,14729.933333333332,17055.16129032258,26952.0,16645.90322580645,3699.0967741935483,1539.8333333333333,1394.9354838709678,2188.9,2762.032258064516,23142.129032258064,5816.714285714285,616.6129032258065,246.56666666666666,348.0,2390.866666666667,2923.1290322580644,1090.225806451613,152.1,75.61290322580645,98.03333333333333,774.2903225806451,524.6129032258065,72.78571428571429,27.774193548387096
Comoros,0.0,0.0,0.0,0.03333333333333333,3.3870967741935485,6.566666666666666,2.4193548387096775,1.1935483870967742,1.7333333333333334,1.967741935483871,2.2,6.774193548387097,61.38709677419355,27.142857142857142,3.806451612903226,4.333333333333333,1.3870967741935485,1.8333333333333333,2.7419354838709675,1.2903225806451613,2.3,3.6129032258064515,7.833333333333333,64.74193548387096,36.903225806451616,7.178571428571429,1.7096774193548387,0.5666666666666667,0.4838709677419355,0.6333333333333333,5.67741935483871,4.516129032258065,0.5333333333333333,9.387096774193548,6.766666666666667,0.5483870967741935,0.3225806451612903,0.21428571428571427,0.22580645161290322
Congo (Brazzaville),0.0,0.0,0.6129032258064516,6.7,12.32258064516129,15.866666666666667,58.645161290322584,25.129032258064516,37.0,6.483870967741935,16.133333333333333,43.0,25.161290322580644,33.32142857142857,27.774193548387096,33.233333333333334,31.612903225806452,31.266666666666666,15.838709677419354,12.96774193548387,21.866666666666667,95.61290322580645,43.333333333333336,36.096774193548384,116.64516129032258,11.25,1.6451612903225807,0.26666666666666666,0.0,1.6333333333333333,20.870967741935484,2.0,0.0,0.0,17.933333333333334,0.0,0.0,-10.642857142857142,0.3225806451612903
Congo (Kinshasa),0.0,0.0,3.161290322580645,15.433333333333334,79.54838709677419,128.13333333333333,62.83870967741935,32.67741935483871,18.5,20.032258064516128,46.63333333333333,154.80645161290323,158.7741935483871,109.67857142857143,70.3225806451613,55.13333333333333,56.354838709677416,306.1666666666667,276.258064516129,159.5483870967742,59.7,15.258064516129032,22.3,531.8387096774194,341.48387096774195,22.821428571428573,22.870967741935484,9.166666666666666,43.58064516129032,90.26666666666667,25.161290322580644,14.870967741935484,6.066666666666666,6.225806451612903,37.266666666666666,31.258064516129032,11.0,4.714285714285714,0.0
Costa Rica,0.0,0.0,11.193548387096774,11.466666666666667,10.67741935483871,79.16666666666667,453.7741935483871,745.1612903225806,1119.2,1069.1290322580646,988.9,940.2903225806451,772.741935483871,349.0,376.7096774193548,1140.9,2193.3870967741937,1555.3,1202.3870967741937,1835.8709677419354,2187.0333333333333,833.0645161290323,209.2,116.03225806451613,4009.967741935484,3766.3214285714284,948.5806451612904,423.53333333333336,1256.9032258064517,0.0,3981.967741935484,1946.483870967742,975.7666666666667,487.3225806451613,347.4,501.6774193548387,789.9677419354839,459.9642857142857,179.38709677419354
Croatia,0.0,0.20689655172413793,27.741935483870968,37.1,5.193548387096774,17.7,74.45161290322581,162.74193548387098,205.96666666666667,1048.032258064516,2564.9,2564.3548387096776,658.6774193548387,373.32142857142856,921.5483870967741,1937.6333333333334,708.1290322580645,115.83333333333333,117.41935483870968,330.3225806451613,999.5666666666667,2065.8387096774195,4557.7,3268.7419354838707,6988.032258064516,3937.214285714286,1394.6129032258063,728.0333333333333,436.06451612903226,394.06666666666666,1198.8387096774193,866.8064516129032,593.3333333333334,441.51612903225805,218.73333333333332,316.7096774193548,111.54838709677419,47.285714285714285,10.774193548387096
Cuba,0.0,0.0,6.0,42.96666666666667,16.387096774193548,8.6,8.387096774193548,45.12903225806452,51.06666666666667,39.25806451612903,44.96666666666667,112.3225806451613,471.93548387096774,792.3928571428571,795.9032258064516,1014.3666666666667,1117.5483870967741,1589.0,6150.032258064516,8339.09677419355,7265.466666666666,2242.7096774193546,328.4,108.90322580645162,2526.3548387096776,837.9285714285714,646.0322580645161,395.93333333333334,70.58064516129032,22.1,66.09677419354838,75.41935483870968,20.0,2.935483870967742,3.533333333333333,19.193548387096776,13.548387096774194,5.535714285714286,1.2903225806451613
Cyprus,0.0,0.0,7.419354838709677,19.366666666666667,3.0,1.7333333333333334,2.774193548387097,12.03225806451613,8.5,79.41935483870968,200.56666666666666,380.03225806451616,261.9032258064516,126.71428571428571,345.9032258064516,645.6333333333333,209.61290322580646,99.13333333333334,824.483870967742,375.5483870967742,151.53333333333333,120.80645161290323,334.3,1027.8064516129032,2825.3870967741937,2240.4285714285716,3426.5806451612902,1566.7666666666667,314.2903225806452,491.8,1526.2903225806451,431.19354838709677,390.53333333333336,358.83870967741933,503.96666666666664,544.3225806451613,372.64516129032256,229.64285714285714,51.354838709677416
Czechia,0.0,0.0,106.61290322580645,139.13333333333333,49.38709677419355,88.4,146.06451612903226,255.4516129032258,1521.5333333333333,8414.41935483871,6055.133333333333,6135.064516129032,8153.290322580645,8862.535714285714,9428.41935483871,3038.0333333333333,914.1935483870968,183.56666666666666,198.09677419354838,177.25806451612902,400.43333333333334,2273.8709677419356,12812.933333333332,9795.0,20488.8064516129,22275.678571428572,8991.870967741936,3088.2,549.5806451612904,541.8666666666667,2160.2903225806454,2426.0,3026.6,2194.6774193548385,1436.1666666666667,666.9354838709677,306.5483870967742,707.1785714285714,234.03225806451613
Côte d'Ivoire,0.0,0.0,5.774193548387097,36.166666666666664,48.38709677419355,218.26666666666668,204.67741935483872,63.16129032258065,54.03333333333333,31.0,20.5,37.29032258064516,188.25806451612902,152.82142857142858,358.0,71.56666666666666,38.0,32.86666666666667,56.67741935483871,173.90322580645162,136.83333333333334,31.032258064516128,13.766666666666667,298.258064516129,287.19354838709677,25.0,8.32258064516129,6.3,8.32258064516129,41.233333333333334,55.96774193548387,44.193548387096776,14.933333333333334,16.64516129032258,3.466666666666667,1.7419354838709677,1.3225806451612903,7.428571428571429,1.7741935483870968
