Continent,Year,Week,Mean_Cases,Stddev_Cases,Min_Cases,Max_Cases
Africa,2021,13,436.92857142857144,655.7601711879139,0,1847
Africa,2021,14,501.5,749.365286981812,0,2010
Africa,2021,15,554.2857142857143,877.4291933928284,0,2649
Africa,2021,16,606.0714285714286,936.6623142868997,0,2603
Africa,2021,17,453.92857142857144,726.3738925278301,0,1957
Africa,2021,18,382.0,576.3919705406241,0,1448
Africa,2021,19,256.4642857142857,391.03248724966073,0,1161
Africa,2021,20,389.0357142857143,583.1295188157479,0,1749
Africa,2021,21,422.39285714285717,612.5902708557245,0,1702
Africa,2021,22,492.85714285714283,734.937574284536,0,1950
Africa,2021,23,623.5714285714286,880.2213285882065,0,2373
Africa,2021,24,703.3214285714286,918.2552317492782,0,2379
Africa,2021,25,1181.5,1495.0505379789377,0,4664
Africa,2021,26,1739.3214285714287,2275.6474382530155,0,6776
Africa,2021,27,2548.75,3314.9982249590244,0,9823
Africa,2021,28,2700.8214285714284,3017.197866718591,0,8473
Africa,2021,29,1787.4642857142858,2114.1935767944074,0,6158
Africa,2021,30,1693.3214285714287,1822.650208280797,0,5967
Africa,2021,31,1378.1785714285713,2275.336231621871,0,8530
Africa,2021,32,1149.2857142857142,1928.955039645441,0,8197
Africa,2021,33,1109.75,1677.074207704641,0,5622
Africa,2021,34,1113.892857142857,1448.7848379292752,0,4381
Africa,2021,35,783.4642857142857,976.7317567291311,0,3134
Africa,2021,36,617.5714285714286,861.2980053200251,0,2869
Africa,2021,37,938.6428571428571,2115.83313796832,0,9607
Africa,2021,38,422.60714285714283,672.8802842884661,0,2639
Africa,2021,39,276.82142857142856,405.5081908631969,0,1623
Africa,2021,40,151.82142857142858,216.8160260530553,0,977
Africa,2021,41,122.85714285714286,189.25012144146294,0,813
Africa,2021,42,166.21428571428572,430.5702813661983,0,2195
Africa,2021,43,311.32142857142856,399.28918820837833,0,1066
Africa,2021,44,514.2857142857143,1125.7595249148496,0,5654
Africa,2021,45,546.5714285714286,778.6956534069781,0,2125
Africa,2021,46,393.07142857142856,589.0591323251525,0,1996
Africa,2021,47,207.53571428571428,349.0035001567938,0,1346
Africa,2021,48,264.5,332.8033008205253,0,1082
Africa,2021,49,1355.7777777777778,2726.1096305814112,0,9185
Africa,2021,50,1170.3214285714287,2044.7139445603057,0,7510
Africa,2021,51,1032.375,1424.3263186350669,0,4837
Africa,2021,52,1242.3,1827.0553271373728,0,7027
Africa,2021,53,483.5,638.5882867701223,0,1565
Africa,2022,1,1218.7857142857142,1664.390075298253,0,7802
Africa,2022,2,1766.0357142857142,2868.589490558716,0,9569
Africa,2022,3,2678.8928571428573,5084.982773118318,0,19923
Africa,2022,4,3462.0,6634.217863973617,0,30006
Africa,2022,5,2109.75,3118.06815340192,0,12276
Africa,2022,6,1512.3214285714287,1491.7789046184262,0,5122
Africa,2022,7,1542.857142857143,1798.3300425113691,0,6724
Africa,2022,8,1158.4642857142858,1034.764832189666,0,3351
Africa,2022,9,534.0,843.6257288456598,0,3413
Africa,2022,10,1390.4642857142858,3210.833992065484,0,11566
Africa,2022,11,488.10714285714283,2107.055138923898,0,11196
Africa,2022,12,606.3928571428571,2288.552192160666,0,11642
Africa,2022,13,1806.3214285714287,7887.296899086443,0,41576
Africa,2022,14,229.42857142857142,884.8350517373668,0,4517
Africa,2022,15,190.42857142857142,671.6680964181875,0,3369
Africa,2022,16,115.17857142857143,424.46838678005383,0,2115
Africa,2022,17,41.892857142857146,125.64805028205784,0,661
Africa,2022,18,131.42857142857142,337.0529608425038,0,1405
Africa,2022,19,86.0,203.05080553799738,0,945
Africa,2022,20,115.96428571428571,217.5590991896493,0,929
Africa,2022,21,157.33333333333334,276.30543300429747,0,1140
Africa,2022,22,133.75,281.10214632170045,0,1000
Africa,2022,23,133.32142857142858,447.0171969159848,0,2305
Africa,2022,24,213.96428571428572,733.1247421592983,0,3811
Africa,2022,25,326.92857142857144,957.9365914440858,0,4286
Africa,2022,26,410.92857142857144,1127.1929385135984,0,5477
Africa,2022,27,560.1785714285714,2630.021490597613,0,13947
Africa,2022,28,849.2857142857143,3950.6404155683026,0,20903
Africa,2022,29,1122.142857142857,5182.1769107578275,0,27340
Africa,2022,30,819.1071428571429,2857.119156945353,0,14323
Africa,2022,31,362.85714285714283,1318.8264062973146,0,5967
Africa,2022,32,170.46428571428572,864.6206396617541,0,4581
Africa,2022,33,297.25,804.1645595827316,0,3026
Africa,2022,34,52.964285714285715,161.40138191681038,0,754
Africa,2022,35,100.39285714285714,400.0160496118749,0,2052
Africa,2022,36,106.60714285714286,386.41335948894726,0,1849
Africa,2022,37,118.10714285714286,349.08115784428236,0,1429
Africa,2022,38,18.785714285714285,42.71729387223863,0,182
Africa,2022,39,85.71428571428571,232.68494947951774,0,1029
Africa,2022,40,10.785714285714286,31.35384333799434,0,143
Africa,2022,41,31.535714285714285,101.62657939836231,0,529
Africa,2022,42,25.607142857142858,115.18820004050515,0,603
Africa,2022,43,28.321428571428573,130.30308076612332,0,685
Africa,2022,44,45.607142857142854,175.87207878238686,0,836
Africa,2022,45,114.46428571428571,417.08117001484544,0,1908
Africa,2022,46,3.4642857142857144,18.33127694094752,0,97
Africa,2022,47,130.78571428571428,655.4282375692815,0,3470
Africa,2022,48,222.5,889.5106644791969,0,4589
Africa,2022,49,262.9259259259259,977.7458347540617,0,4707
Africa,2022,50,274.42857142857144,900.3552150276653,0,3831
Africa,2022,51,100.03571428571429,388.38750047999804,0,1981
Africa,2022,52,96.40625,267.7626367458626,0,1137
Africa,2023,1,58.57142857142857,257.4781441384777,0,1355
Africa,2023,2,81.92857142857143,268.59068798444537,0,1033
Africa,2023,3,101.39285714285714,471.4285099005892,0,2488
Africa,2023,4,114.57142857142857,339.20030448224327,0,1625
Africa,2023,5,40.57142857142857,147.96381654070362,0,718
Africa,2023,6,52.142857142857146,159.14719817775833,0,759
Africa,2023,7,36.964285714285715,115.72332334554503,0,559
Africa,2023,8,29.0,79.71987995010566,0,279
Africa,2023,9,15.714285714285714,50.298263826054125,0,206
Africa,2023,10,59.125,154.17084679017626,0,602
Africa,2023,52,0.0,0.0,0,0
Asia,2020,4,2.1630434782608696,5.857796859062707,0,33
Asia,2020,5,5.366459627329193,16.42394952538586,0,99
Asia,2020,6,5.173913043478261,15.535268430812236,0,93
Asia,2020,7,2.4161490683229814,6.053469053166105,0,42
Asia,2020,8,4.6894409937888195,24.30900965301875,0,229
Asia,2020,9,21.024844720496894,102.22572757814928,0,813
Asia,2020,10,25.565217391304348,109.76820934409338,0,851
Asia,2020,11,14.8125,33.058778889051844,0,242
Asia,2020,12,39.962732919254655,67.39156922408377,0,566
Asia,2020,13,117.75155279503106,290.6761735818722,0,2069
Asia,2020,14,226.72670807453417,548.5403014772207,0,3135
Asia,2020,15,335.35403726708074,912.7365885753804,0,5138
Asia,2020,16,452.63125,1152.7440470507781,0,6060
Asia,2020,17,486.42857142857144,1294.788248683379,0,6361
Asia,2020,18,513.0875,1649.724777455986,0,10633
Asia,2020,19,627.53125,2201.1991212392254,0,11231
Asia,2020,20,596.0310559006211,2109.259000284106,0,11656
Asia,2020,21,516.8633540372671,1826.838212927236,0,9434
Asia,2020,22,522.3416149068323,1785.495827864035,0,9268
Asia,2020,23,524.1304347826087,1778.1663066570675,0,8971
Asia,2020,24,551.5652173913044,1783.3042392655852,0,8970
Asia,2020,25,525.888198757764,1628.2913743929123,0,8241
Asia,2020,26,511.29813664596276,1462.6067603969993,0,7586
Asia,2020,27,539.7577639751553,1394.1357124415722,0,6752
Asia,2020,28,582.3540372670808,1393.6941173099012,0,6623
Asia,2020,29,583.7701863354038,1352.1521699149068,0,6511
Asia,2020,30,602.325,1276.6436171293976,0,5901
Asia,2020,31,666.6477987421383,1348.7274787287593,0,5607
Asia,2020,32,698.9496855345911,1357.8889926793631,0,6263
Asia,2020,33,692.9689440993789,1401.2080922473658,0,6725
Asia,2020,34,663.8447204968944,1303.9665139441186,0,4884
Asia,2020,35,696.5341614906832,1335.3119440371227,0,5197
Asia,2020,36,710.5900621118012,1334.967033638142,0,5144
Asia,2020,37,820.111801242236,1527.1519897909188,0,5421
Asia,2020,38,902.2670807453416,1712.8744107412099,0,6043
Asia,2020,39,993.0993788819876,2041.3532833789727,0,8390
Asia,2020,40,1019.6211180124224,2257.2858174810826,0,10376
Asia,2020,41,1088.4968944099378,2600.7431224657303,0,13442
Asia,2020,42,1122.2173913043478,2976.5577301970225,0,14937
Asia,2020,43,1171.1987577639752,3338.3573408561947,0,17077
Asia,2020,44,1196.15,3562.1509811599244,0,18381
Asia,2020,45,1318.4968944099378,3980.924406033452,0,20368
Asia,2020,46,1462.9937888198758,4398.719790315267,0,22441
Asia,2020,47,1656.024844720497,4782.497370556399,0,24538
Asia,2020,48,2624.801242236025,7452.211604466717,0,44506
Asia,2020,49,3126.6125,8263.10061879442,0,32736
Asia,2020,50,8067.72049689441,65120.847950964526,0,823225
Asia,2020,51,3060.422360248447,7641.681412359249,0,32102
Asia,2020,52,2806.7701863354037,6677.064519914839,0,29499
Asia,2020,53,2749.5434782608695,6245.5090052254845,0,27363
Asia,2021,1,2757.125,5556.676114674691,0,23955
Asia,2021,2,2816.91875,5567.0100530234195,0,24303
Asia,2021,3,2484.018633540373,5011.136464755337,0,22509
Asia,2021,4,2466.9937106918237,4711.15607905597,0,18999
Asia,2021,5,2264.341614906832,4271.029002338883,0,17391
Asia,2021,6,1888.0993788819876,3678.6239142595314,0,15701
Asia,2021,7,1743.9503105590063,3407.424853905882,0,13999
Asia,2021,8,1697.1242236024846,3249.206112186799,0,12455
Asia,2021,9,1687.2111801242236,3291.3617231511066,0,11837
Asia,2021,10,1726.3602484472049,3523.3599297275814,0,15082
Asia,2021,11,1985.5776397515529,4414.745092640897,0,21061
Asia,2021,12,2414.2111801242236,6033.84331439127,0,30021
Asia,2021,13,3064.1304347826085,8407.490192627665,0,44756
Asia,2021,14,3588.807453416149,10685.4174248807,0,55941
Asia,2021,15,4128.28125,12313.601425969317,0,63082
Asia,2021,16,3763.4347826086955,10727.073143326777,0,61967
Asia,2021,17,3061.9316770186338,7427.795451145164,0,43301
Asia,2021,18,2450.0931677018634,4979.946497957134,0,28997
Asia,2021,19,2024.751552795031,3300.9726824662152,0,14497
Asia,2021,20,2082.608695652174,3100.208771546508,0,11937
Asia,2021,21,2120.2670807453414,3028.066849818883,0,9558
Asia,2021,22,1959.2360248447205,2859.2315259426096,0,9369
Asia,2021,23,2007.4037267080746,3235.5632418847913,0,14561
Asia,2021,24,2292.136645962733,4010.737794497564,0,17679
Asia,2021,25,2713.795031055901,5274.247382468437,0,21342
Asia,2021,26,3271.36875,6589.00019483766,0,27913
Asia,2021,27,4016.503105590062,8432.655576036104,0,38391
Asia,2021,28,5126.267080745341,11177.402231040629,0,56757
Asia,2021,29,5372.0,9865.342111401917,0,49509
Asia,2021,30,6362.453416149068,10224.103678899139,0,47791
Asia,2021,31,6761.267080745341,9940.342944132868,0,39532
Asia,2021,32,6997.547169811321,9513.139483452434,0,32081
Asia,2021,33,6865.993788819876,8916.250711830127,0,25992
Asia,2021,34,6725.416149068323,8558.916356320322,0,25038
Asia,2021,35,6345.1625,8098.438850944314,0,23946
Asia,2021,36,6019.0496894409935,8047.798798274937,0,27887
Asia,2021,37,5725.9503105590065,7996.784285574765,0,28224
Asia,2021,38,5407.83850931677,7785.143482059771,0,29338
Asia,2021,39,4968.534161490683,7762.828171831977,0,29386
Asia,2021,40,4677.11875,7994.951926469884,0,30438
Asia,2021,41,4530.366459627329,8490.581184973029,0,33860
Asia,2021,42,4371.60248447205,8827.104555203467,0,36728
Asia,2021,43,4476.857142857143,9189.077365177325,0,39931
Asia,2021,44,4400.701863354037,9506.858522170136,0,40210
Asia,2021,45,4191.062111801242,9062.090910552486,0,39584
Asia,2021,46,4019.273291925466,8540.02495531159,0,37210
Asia,2021,47,4205.48125,8840.327756503913,0,39132
Asia,2021,48,3838.521739130435,8053.652425364961,0,33170
Asia,2021,49,3709.7044025157234,7604.233802025461,0,31569
Asia,2021,50,3610.16875,7518.223091636819,0,34062
Asia,2021,51,3332.475,6846.704392873715,0,26744
Asia,2021,52,3952.6608695652176,8582.15764786185,0,40786
Asia,2021,53,2521.0434782608695,5700.3708791487015,0,26613
Asia,2022,1,6520.372670807454,13452.277568696256,0,68413
Asia,2022,2,9780.76397515528,17692.25820539719,0,80523
Asia,2022,3,12918.037267080745,26875.920468397035,0,243295
Asia,2022,4,18321.391304347828,32842.823350424274,0,212234
Asia,2022,5,21915.012422360247,39957.783352400125,0,178616
Asia,2022,6,25139.521739130436,44310.14738452793,0,202211
Asia,2022,7,27083.54658385093,43525.38503246559,0,178785
Asia,2022,8,28813.745341614907,43845.86225236647,0,171448
Asia,2022,9,32946.32298136646,56309.86393459437,0,266838
Asia,2022,10,36072.1,80814.40673848367,0,454212
Asia,2022,11,37397.068322981366,96953.37142668922,0,621317
Asia,2022,12,29003.82608695652,77163.11429745477,0,490707
Asia,2022,13,24367.80745341615,64960.18166264581,0,424528
Asia,2022,14,17693.372670807454,44408.75598190347,0,286243
Asia,2022,15,13040.565217391304,30872.154248566498,0,210676
Asia,2022,16,9322.26875,19436.168968513364,0,118445
Asia,2022,17,6761.844720496894,14919.804867423287,0,107990
Asia,2022,18,5174.683229813664,10876.274993892877,0,51020
Asia,2022,19,7490.055900621118,19226.94884538641,0,128954
Asia,2022,20,7150.487341772152,17878.754928128892,0,89420
Asia,2022,21,6458.571428571428,17502.481921756935,0,94796
Asia,2022,22,5330.962732919254,15320.607457313905,0,88248
Asia,2022,23,4930.70625,14563.873377934673,0,82990
Asia,2022,24,4506.608695652174,11964.370175219168,0,68931
Asia,2022,25,4237.422360248447,9685.387945663142,0,56366
Asia,2022,26,4692.76397515528,8820.007070940705,0,44417
Asia,2022,27,6027.006211180124,11851.132845901748,0,57113
Asia,2022,28,9163.937888198758,21890.799882795927,0,117095
Asia,2022,29,13756.16149068323,38373.696256827505,0,226532
Asia,2022,30,17634.341614906833,51751.15743163451,0,365424
Asia,2022,31,22944.186335403727,65392.261116397094,0,406322
Asia,2022,32,17371.329192546586,46959.509696356545,0,250288
Asia,2022,33,21006.229813664595,55230.6924593618,0,260999
Asia,2022,34,17192.899371069183,44947.41975123384,0,243490
Asia,2022,35,14691.39751552795,33139.53810787793,0,169508
Asia,2022,36,11908.968944099379,25811.150555869834,0,129782
Asia,2022,37,10861.360248447205,24183.184856825817,0,165336
Asia,2022,38,8532.664596273293,17120.771305618837,0,77373
Asia,2022,39,7184.85625,14152.161620274683,0,49979
Asia,2022,40,6157.689440993789,12195.615356674309,0,54874
Asia,2022,41,6030.962732919254,11920.395932438749,0,53374
Asia,2022,42,5599.4409937888195,11138.570980967845,0,44854
Asia,2022,43,6001.857142857143,12399.761983530749,0,50294
Asia,2022,44,6822.770186335404,15456.544530654508,0,74170
Asia,2022,45,7779.180124223602,18152.582381333596,0,87410
Asia,2022,46,8975.52795031056,20693.59006796009,0,107702
Asia,2022,47,9731.291925465839,24120.86589387903,0,133361
Asia,2022,48,10254.099378881987,25442.653599370526,0,138396
Asia,2022,49,10628.310559006211,27879.936514507175,0,149383
Asia,2022,50,11450.52795031056,33781.675041555834,0,190607
Asia,2022,51,12365.409937888198,36763.689266121,0,206943
Asia,2022,52,10481.679347826086,32059.28024855035,0,216219
Asia,2023,1,12121.018633540372,38671.52659911296,0,245542
Asia,2023,2,9258.770186335403,29813.80768898205,0,198873
Asia,2023,3,6392.900621118012,19879.35888182921,0,126799
Asia,2023,4,4855.776397515528,13916.284685564948,0,93801
Asia,2023,5,4017.6875,10231.145624748546,0,55537
Asia,2023,6,3256.1739130434785,8076.158432823444,0,44755
Asia,2023,7,2755.45,6263.50286367544,0,32070
Asia,2023,8,1892.3105590062112,4638.343032856702,0,19410
Asia,2023,9,1552.2608695652175,3890.1484459492976,0,14792
Asia,2023,10,1544.2173913043478,3751.4266321490973,0,12798
Asia,2023,52,12747.304347826086,30680.568560920507,0,123084
Australia,2020,4,0.1111111111111111,0.5225092085464837,0,3
Australia,2020,5,0.16393442622950818,0.415544938157614,0,2
Australia,2020,6,0.047619047619047616,0.2146693953705459,0,1
Australia,2020,7,0.0,0.0,0,0
Australia,2020,8,0.0,0.0,0,0
Australia,2020,9,0.20634920634920634,0.7219760106534269,0,4
Australia,2020,10,0.8709677419354839,1.979268543213748,0,10
Australia,2020,11,3.5555555555555554,6.0449333030226935,0,27
Australia,2020,12,21.365079365079364,37.13415156555484,0,233
Australia,2020,13,45.19047619047619,54.804007724552505,0,212
Australia,2020,14,35.36507936507937,44.57371624887851,0,241
Australia,2020,15,14.587301587301587,17.50265871106345,0,67
Australia,2020,16,6.403225806451613,6.917451623579958,0,29
Australia,2020,17,2.306451612903226,2.9285967639497636,0,12
Australia,2020,18,2.1666666666666665,3.9063905341951823,0,22
Australia,2020,19,2.2096774193548385,4.512776386428645,0,19
Australia,2020,20,1.8032786885245902,3.731932797408279,0,19
Australia,2020,21,1.1290322580645162,2.51867692933258,0,12
Australia,2020,22,1.467741935483871,2.7143682170178844,0,11
Australia,2020,23,1.032258064516129,2.1268597796927944,0,10
Australia,2020,24,1.1612903225806452,3.0632327742248293,0,17
Australia,2020,25,2.3492063492063493,6.720596004096781,0,44
Australia,2020,26,4.935483870967742,14.618504966888668,0,81
Australia,2020,27,13.095238095238095,37.94551028978361,0,194
Australia,2020,28,22.333333333333332,61.67736030500615,0,299
Australia,2020,29,33.317460317460316,92.00294970671487,0,415
Australia,2020,30,45.523809523809526,126.51187081148234,0,515
Australia,2020,31,55.145161290322584,155.88413591081704,0,694
Australia,2020,32,51.85,144.8558400851676,0,700
Australia,2020,33,35.285714285714285,95.12715235518915,0,395
Australia,2020,34,22.365079365079364,60.064830992611796,0,237
Australia,2020,35,14.063492063492063,34.47293141744741,0,144
Australia,2020,36,9.903225806451612,23.411997539036424,0,112
Australia,2020,37,6.238095238095238,14.056010407346337,0,73
Australia,2020,38,3.838709677419355,9.09186909021876,0,42
Australia,2020,39,2.380952380952381,5.203685330016111,0,25
Australia,2020,40,2.0,3.6322924423973317,0,14
Australia,2020,41,2.4285714285714284,4.034985252858231,0,14
Australia,2020,42,2.0476190476190474,3.274675908261375,0,15
Australia,2020,43,2.9193548387096775,4.969739205799911,0,25
Australia,2020,44,1.7457627118644068,2.522951339198783,0,12
Australia,2020,45,1.380952380952381,2.173361981849196,0,9
Australia,2020,46,1.5714285714285714,3.884270536881621,0,22
Australia,2020,47,1.8095238095238095,2.595636181929218,0,11
Australia,2020,48,1.5737704918032787,2.49305045004069,0,9
Australia,2020,49,1.4761904761904763,2.4019960977187744,0,9
Australia,2020,50,1.3387096774193548,2.0401185146150955,0,9
Australia,2020,51,3.081967213114754,6.846641711981168,0,36
Australia,2020,52,2.629032258064516,5.015496873111204,0,18
Australia,2020,53,2.9444444444444446,5.350270724495801,0,25
Australia,2021,1,2.467741935483871,4.626076275074022,0,31
Australia,2021,2,2.3333333333333335,3.843721315130311,0,18
Australia,2021,3,1.3770491803278688,2.017952216367123,0,9
Australia,2021,4,0.9836065573770492,1.5109798507225758,0,6
Australia,2021,5,0.9508196721311475,1.3344940303125716,0,5
Australia,2021,6,0.9365079365079365,1.3182713004955349,0,6
Australia,2021,7,0.8095238095238095,1.4352379015694168,0,7
Australia,2021,8,1.0952380952380953,1.784469612303618,0,7
Australia,2021,9,1.5483870967741935,2.5134224551124644,0,12
Australia,2021,10,1.7301587301587302,2.280395758000799,0,8
Australia,2021,11,1.7142857142857142,2.6906563021697014,0,10
Australia,2021,12,1.6031746031746033,2.530712525826839,0,11
Australia,2021,13,1.507936507936508,2.3750926357011433,0,10
Australia,2021,14,2.2419354838709675,4.299010499458912,0,24
Australia,2021,15,2.015873015873016,2.6426530138020174,0,9
Australia,2021,16,2.4126984126984126,3.396558602918836,0,16
Australia,2021,17,2.903225806451613,3.9159601021902737,0,16
Australia,2021,18,1.8253968253968254,2.5936627640343195,0,10
Australia,2021,19,0.8870967741935484,1.3683164084961907,0,5
Australia,2021,20,0.9206349206349206,1.5892947035996543,0,8
Australia,2021,21,1.4444444444444444,2.4148584262101145,0,12
Australia,2021,22,1.5483870967741935,2.7915412004713707,0,11
Australia,2021,23,1.596774193548387,2.3220940056609223,0,10
Australia,2021,24,1.6507936507936507,2.2008702835742797,0,9
Australia,2021,25,3.129032258064516,6.499644053224336,0,31
Australia,2021,26,4.806451612903226,9.306861050449521,0,40
Australia,2021,27,6.777777777777778,19.99229242164093,0,116
Australia,2021,28,13.396825396825397,30.745332550328868,0,117
Australia,2021,29,17.951612903225808,41.160392954581575,0,159
Australia,2021,30,24.919354838709676,64.58272072288675,0,238
Australia,2021,31,32.79032258064516,83.818918224666,0,308
Australia,2021,32,48.74193548387097,126.52336471633728,0,475
Australia,2021,33,86.23809523809524,219.88330587555978,0,822
Australia,2021,34,131.56451612903226,321.7871519797988,0,1272
Australia,2021,35,171.6984126984127,414.3878359047559,0,1516
Australia,2021,36,195.63492063492063,436.5941609109379,0,1603
Australia,2021,37,189.4920634920635,386.718363512688,0,1334
Australia,2021,38,190.71428571428572,357.01809064904717,0,1043
Australia,2021,39,231.23809523809524,437.14859488418415,0,1476
Australia,2021,40,260.8412698412698,547.9988287705053,0,1908
Australia,2021,41,255.42857142857142,587.8720706315034,0,2293
Australia,2021,42,248.5873015873016,573.2615693842765,0,2189
Australia,2021,43,200.71428571428572,456.4941588352376,0,1757
Australia,2021,44,171.01612903225808,355.6704816805413,0,1330
Australia,2021,45,167.98360655737704,335.28617089501716,0,1289
Australia,2021,46,169.86885245901638,339.77813719199355,0,1264
Australia,2021,47,179.36666666666667,361.23380694065196,0,1355
Australia,2021,48,175.33870967741936,365.48637899529814,0,1409
Australia,2021,49,201.70491803278688,390.0298426301204,0,1296
Australia,2021,50,414.3050847457627,748.4969134582041,0,2558
Australia,2021,51,921.4262295081967,1732.2290597090632,0,6379
Australia,2021,52,2560.822222222222,5095.309939225257,0,22547
Australia,2021,53,3.6296296296296298,5.5480290897423,0,19
Australia,2022,1,9223.716666666667,13899.476849186569,0,51089
Australia,2022,2,12149.967213114754,19150.658415110443,0,92264
Australia,2022,3,7396.783333333334,10120.112009649552,0,32297
Australia,2022,4,6214.081967213115,9095.11513083641,0,50258
Australia,2022,5,3547.7966101694915,4348.544373099567,0,14553
Australia,2022,6,3070.4576271186443,3572.1195211209815,0,10213
Australia,2022,7,2996.2631578947367,3226.504148268989,0,14385
Australia,2022,8,3503.688524590164,3542.953205735688,0,15016
Australia,2022,9,5303.887096774193,7034.286297013748,0,32674
Australia,2022,10,5969.126984126984,7430.155749880747,0,39773
Australia,2022,11,6992.190476190476,7790.286691600454,0,39135
Australia,2022,12,7996.580645161291,7135.083662469484,0,24762
Australia,2022,13,7798.096774193548,6619.500200809274,0,25453
Australia,2022,14,7470.129032258064,6442.390731997979,0,24116
Australia,2022,15,5885.064516129032,4673.256395708642,0,18231
Australia,2022,16,5922.360655737705,4659.785653270571,0,19598
Australia,2022,17,5181.539682539683,4119.504910064443,0,15530
Australia,2022,18,5654.580645161291,4277.55502613192,0,18091
Australia,2022,19,6401.412698412699,5134.119476081061,0,16990
Australia,2022,20,6479.677419354839,5371.370441407482,153,21002
Australia,2022,21,4893.555555555556,3973.3593927304487,0,12876
Australia,2022,22,3941.1111111111113,3253.0463792451087,0,9644
Australia,2022,23,3690.936507936508,2882.5973831465067,0,10378
Australia,2022,24,3583.222222222222,2627.316921858744,0,9087
Australia,2022,25,3765.5079365079364,2997.729430392146,0,9455
Australia,2022,26,4430.571428571428,3843.7695657589024,0,20509
Australia,2022,27,5417.919354838709,4871.837911172129,0,28538
Australia,2022,28,5786.603174603175,4168.8337215646125,0,14115
Australia,2022,29,6141.428571428572,4931.890466284564,0,18657
Australia,2022,30,5659.0161290322585,6181.257653589878,0,34614
Australia,2022,31,4106.920634920635,4030.741456251936,0,16637
Australia,2022,32,2940.7301587301586,2998.142920942623,0,11324
Australia,2022,33,2198.4285714285716,2183.0867442039257,0,8126
Australia,2022,34,1715.9344262295083,1761.8388960482218,0,6668
Australia,2022,35,1274.095238095238,1329.5924516774317,0,5418
