Country/Region,YearMonth,AverageDailyCases
Angola,2020-03,0.22580645161290322
Angola,2020-04,0.6333333333333333
Angola,2020-05,1.8064516129032258
Angola,2020-06,6.6
Angola,2020-07,27.64516129032258
Angola,2020-08,48.064516129032256
Angola,2020-09,74.76666666666667
Angola,2020-10,183.58064516129033
Angola,2020-11,136.8
Angola,2020-12,74.25806451612904
Angola,2021-01,71.87096774193549
Angola,2021-02,34.92857142857143
Angola,2021-03,47.0
Angola,2021-04,141.76666666666668
Angola,2021-05,249.5483870967742
Angola,2021-06,136.56666666666666
Angola,2021-07,122.96774193548387
Angola,2021-08,152.5483870967742
Angola,2021-09,293.4
Angola,2021-10,205.06451612903226
Angola,2021-11,23.666666666666668
Angola,2021-12,529.3548387096774
Angola,2022-01,507.03225806451616
Angola,2022-02,18.392857142857142
Angola,2022-03,13.64516129032258
Angola,2022-04,3.1
Angola,2022-05,15.290322580645162
Angola,2022-06,51.96666666666667
Angola,2022-07,31.64516129032258
Angola,2022-08,10.806451612903226
Angola,2022-09,16.5
Angola,2022-10,0.0
Angola,2022-11,51.5
Angola,2022-12,13.516129032258064
Angola,2023-01,2.870967741935484
Angola,2023-02,2.5357142857142856
Angola,2023-03,0.3548387096774194
Antarctica,2020-01,0.0
Antarctica,2020-02,0.0
Antarctica,2020-03,0.0
Antarctica,2020-04,0.0
Antarctica,2020-05,0.0
Antarctica,2020-06,0.0
Antarctica,2020-07,0.0
Antarctica,2020-08,0.0
Antarctica,2020-09,0.0
Antarctica,2020-10,0.0
Antarctica,2020-11,0.0
Antarctica,2020-12,0.0
Antarctica,2021-01,0.0
Antarctica,2021-02,0.0
Antarctica,2021-03,0.0
Antarctica,2021-04,0.0
Antarctica,2021-05,0.0
Antarctica,2021-06,0.0
Antarctica,2021-07,0.0
Antarctica,2021-08,0.0
Antarctica,2021-09,0.0
Antarctica,2021-10,0.0
Antarctica,2021-11,0.0
Antarctica,2021-12,0.3548387096774194
Antarctica,2022-01,0.0
Antarctica,2022-02,0.0
Antarctica,2022-03,0.0
Antarctica,2022-04,0.0
Antarctica,2022-05,0.0
Antarctica,2022-06,0.0
Antarctica,2022-07,0.0
Antarctica,2022-08,0.0
Antarctica,2022-09,0.0
Antarctica,2022-10,0.0
Antarctica,2022-11,0.0
Antarctica,2022-12,0.0
Antarctica,2023-01,0.0
Antarctica,2023-02,0.0
Antarctica,2023-03,0.0
Antigua and Barbuda,2020-01,0.0
Antigua and Barbuda,2020-02,0.0
Antigua and Barbuda,2020-03,0.22580645161290322
Antigua and Barbuda,2020-04,0.5666666666666667
Antigua and Barbuda,2020-05,0.03225806451612903
Antigua and Barbuda,2020-06,1.4333333333333333
Antigua and Barbuda,2020-07,0.7096774193548387
Antigua and Barbuda,2020-08,0.0967741935483871
Antigua and Barbuda,2020-09,0.23333333333333334
Antigua and Barbuda,2020-10,0.8709677419354839
Antigua and Barbuda,2020-11,0.43333333333333335
Antigua and Barbuda,2020-12,0.5483870967741935
Antigua and Barbuda,2021-01,2.4193548387096775
Antigua and Barbuda,2021-02,17.714285714285715
Antigua and Barbuda,2021-03,11.838709677419354
Antigua and Barbuda,2021-04,2.8333333333333335
Antigua and Barbuda,2021-05,0.9032258064516129
Antigua and Barbuda,2021-06,0.1
Antigua and Barbuda,2021-07,1.2580645161290323
Antigua and Barbuda,2021-08,13.290322580645162
Antigua and Barbuda,2021-09,50.4
Antigua and Barbuda,2021-10,23.29032258064516
Antigua and Barbuda,2021-11,2.6333333333333333
Antigua and Barbuda,2021-12,4.580645161290323
Antigua and Barbuda,2022-01,75.61290322580645
Antigua and Barbuda,2022-02,28.928571428571427
Antigua and Barbuda,2022-03,1.4193548387096775
Antigua and Barbuda,2022-04,4.433333333333334
Antigua and Barbuda,2022-05,20.225806451612904
Antigua and Barbuda,2022-06,12.933333333333334
Antigua and Barbuda,2022-07,3.774193548387097
Antigua and Barbuda,2022-08,6.483870967741935
Antigua and Barbuda,2022-09,4.133333333333334
Antigua and Barbuda,2022-10,0.25806451612903225
Antigua and Barbuda,2022-11,0.0
Antigua and Barbuda,2022-12,0.0
Antigua and Barbuda,2023-01,0.0
Antigua and Barbuda,2023-02,0.0
Antigua and Barbuda,2023-03,0.0
Argentina,2020-01,0.0
Argentina,2020-02,0.0
Argentina,2020-03,34.0
Argentina,2020-04,112.46666666666667
Argentina,2020-05,397.38709677419354
Argentina,2020-06,1570.5
Argentina,2020-07,4003.3870967741937
Argentina,2020-08,7135.225806451613
Argentina,2020-09,10758.733333333334
Argentina,2020-10,12965.225806451614
Argentina,2020-11,8366.666666666666
Argentina,2020-12,6224.0
Argentina,2021-01,9601.451612903225
Argentina,2021-02,6196.857142857143
Argentina,2021-03,7638.645161290323
Argentina,2021-04,20470.4
Argentina,2021-05,25416.74193548387
Argentina,2021-06,21774.5
Argentina,2021-07,14135.90322580645
Argentina,2021-08,8057.193548387097
Argentina,2021-09,2198.4666666666667
Argentina,2021-10,978.741935483871
Argentina,2021-11,1360.1
Argentina,2021-12,10379.967741935483
Argentina,2022-01,87233.16129032258
Argentina,2022-02,16888.5
Argentina,2022-03,4314.032258064516
Argentina,2022-04,1079.7333333333333
Argentina,2022-05,4738.709677419355
Argentina,2022-06,4553.3
Argentina,2022-07,6230.1612903225805
Argentina,2022-08,3803.8064516129034
Argentina,2022-09,1006.5
Argentina,2022-10,337.258064516129
Argentina,2022-11,279.06666666666666
Argentina,2022-12,5286.8387096774195
Argentina,2023-01,4709.548387096775
Argentina,2023-02,249.64285714285714
Argentina,2023-03,26.838709677419356
Armenia,2020-01,0.0
Armenia,2020-02,0.0
Armenia,2020-03,17.129032258064516
Armenia,2020-04,49.833333333333336
Armenia,2020-05,230.1290322580645
Armenia,2020-06,535.0
Armenia,2020-07,402.741935483871
Armenia,2020-08,159.3548387096774
Armenia,2020-09,216.03333333333333
Armenia,2020-10,1256.8709677419354
Armenia,2020-11,1429.0
Armenia,2020-12,756.1935483870968
Armenia,2021-01,235.09677419354838
Armenia,2021-02,177.5
Armenia,2021-03,658.8064516129032
Armenia,2021-04,744.2666666666667
Armenia,2021-05,195.93548387096774
Armenia,2021-06,77.23333333333333
Armenia,2021-07,157.70967741935485
Armenia,2021-08,380.51612903225805
Armenia,2021-09,631.5666666666667
Armenia,2021-10,1474.032258064516
Armenia,2021-11,970.7
Armenia,2021-12,190.6451612903226
Armenia,2022-01,735.9677419354839
Armenia,2022-02,1746.7857142857142
Armenia,2022-03,76.2258064516129
Armenia,2022-04,10.9
Armenia,2022-05,2.967741935483871
Armenia,2022-06,9.333333333333334
Armenia,2022-07,68.45161290322581
Armenia,2022-08,291.38709677419354
Armenia,2022-09,282.56666666666666
Armenia,2022-10,76.35483870967742
Armenia,2022-11,16.5
Armenia,2022-12,7.709677419354839
Armenia,2023-01,1.032258064516129
Armenia,2023-02,28.964285714285715
Armenia,2023-03,15.774193548387096
Australia,2020-01,0.2903225806451613
Australia,2020-02,0.4482758620689655
Australia,2020-03,146.19354838709677
Australia,2020-04,63.46666666666667
Australia,2020-05,13.67741935483871
Australia,2020-06,23.3
Australia,2020-07,299.3225806451613
Australia,2020-08,255.61290322580646
Australia,2020-09,39.1
Australia,2020-10,15.67741935483871
Australia,2020-11,10.366666666666667
Australia,2020-12,16.193548387096776
Australia,2021-01,11.548387096774194
Australia,2021-02,5.535714285714286
Australia,2021-03,10.838709677419354
Australia,2021-04,15.933333333333334
Australia,2021-05,9.483870967741936
Australia,2021-06,17.3
Australia,2021-07,119.3225806451613
Australia,2021-08,660.6774193548387
Australia,2021-09,1687.3666666666666
Australia,2021-10,2016.5806451612902
Australia,2021-11,1283.0
Australia,2021-12,6843.193548387097
Australia,2022-01,68304.2258064516
Australia,2022-02,21945.89285714286
Australia,2022-03,42461.096774193546
Australia,2022-04,44165.96666666667
Australia,2022-05,42582.22580645161
Australia,2022-06,27284.966666666667
Australia,2022-07,40030.0
Australia,2022-08,18348.354838709678
Australia,2022-09,6266.866666666667
Australia,2022-10,4477.774193548387
Australia,2022-11,9292.433333333332
Australia,2022-12,12567.09677419355
Australia,2023-01,5242.354838709677
Australia,2023-02,2532.6785714285716
Australia,2023-03,1067.7096774193549
Austria,2020-01,0.0
Austria,2020-02,0.10344827586206896
Austria,2020-03,298.61290322580646
Austria,2020-04,182.16666666666666
Austria,2020-05,37.0
Austria,2020-06,32.9
Austria,2020-07,103.06451612903226
Austria,2020-08,195.74193548387098
Austria,2020-09,562.5666666666667
Austria,2020-10,1821.8387096774193
Austria,2020-11,5710.6
Austria,2020-12,2424.9032258064517
Austria,2021-01,1629.4193548387098
Austria,2021-02,1509.3214285714287
Austria,2021-03,2659.0967741935483
Austria,2021-04,2371.0333333333333
Austria,2021-05,839.8064516129032
Austria,2021-06,196.2
Austria,2021-07,264.5483870967742
Austria,2021-08,897.8387096774194
Austria,2021-09,1793.4
Austria,2021-10,2665.5806451612902
Austria,2021-11,10667.266666666666
Austria,2021-12,3702.8709677419356
Austria,2022-01,18095.935483870966
Austria,2022-02,28914.85714285714
Austria,2022-03,37077.645161290326
Austria,2022-04,10216.933333333332
Austria,2022-05,3486.3870967741937
Austria,2022-06,5659.3
Austria,2022-07,9770.677419354839
Austria,2022-08,5869.903225806452
Austria,2022-09,5672.433333333333
Austria,2022-10,9530.677419354839
Austria,2022-11,3925.0
Austria,2022-12,4456.322580645161
Austria,2023-01,2331.1935483870966
Austria,2023-02,4489.428571428572
Austria,2023-03,1339.5806451612902
Azerbaijan,2020-01,0.0
Azerbaijan,2020-02,0.0
Azerbaijan,2020-03,9.516129032258064
Azerbaijan,2020-04,48.166666666666664
Azerbaijan,2020-05,117.41935483870968
Azerbaijan,2020-06,395.4
Azerbaijan,2020-07,444.06451612903226
Azerbaijan,2020-08,138.0
Azerbaijan,2020-09,121.7
Azerbaijan,2020-10,482.5806451612903
Azerbaijan,2020-11,2157.733333333333
Azerbaijan,2020-12,3003.1612903225805
Azerbaijan,2021-01,360.5806451612903
Azerbaijan,2021-02,151.46428571428572
Azerbaijan,2021-03,872.6129032258065
Azerbaijan,2021-04,1838.2666666666667
Azerbaijan,2021-05,439.80645161290323
Azerbaijan,2021-06,63.833333333333336
Azerbaijan,2021-07,249.25806451612902
Azerbaijan,2021-08,2592.6129032258063
Azerbaijan,2021-09,1838.8666666666666
Azerbaijan,2021-10,1509.0
Azerbaijan,2021-11,1858.2666666666667
Azerbaijan,2021-12,865.6129032258065
Azerbaijan,2022-01,1327.7096774193549
Azerbaijan,2022-02,4356.321428571428
Azerbaijan,2022-03,175.16129032258064
Azerbaijan,2022-04,19.433333333333334
Azerbaijan,2022-05,6.096774193548387
Azerbaijan,2022-06,13.266666666666667
Azerbaijan,2022-07,178.58064516129033
Azerbaijan,2022-08,467.64516129032256
Azerbaijan,2022-09,248.06666666666666
Azerbaijan,2022-10,55.67741935483871
Azerbaijan,2022-11,33.96666666666667
Azerbaijan,2022-12,65.03225806451613
Azerbaijan,2023-01,48.935483870967744
Azerbaijan,2023-02,20.178571428571427
Azerbaijan,2023-03,7.645161290322581
Bahamas,2020-01,0.0
Bahamas,2020-02,0.0
Bahamas,2020-03,0.45161290322580644
Bahamas,2020-04,2.0
Bahamas,2020-05,0.6774193548387096
Bahamas,2020-06,0.06666666666666667
Bahamas,2020-07,15.161290322580646
Bahamas,2020-08,52.193548387096776
Bahamas,2020-09,61.56666666666667
Bahamas,2020-10,83.58064516129032
Bahamas,2020-11,27.566666666666666
Bahamas,2020-12,10.580645161290322
Bahamas,2021-01,9.258064516129032
Bahamas,2021-02,12.321428571428571
Bahamas,2021-03,19.35483870967742
Bahamas,2021-04,42.733333333333334
Bahamas,2021-05,43.32258064516129
Bahamas,2021-06,26.333333333333332
Bahamas,2021-07,67.90322580645162
Bahamas,2021-08,106.41935483870968
Bahamas,2021-09,94.83333333333333
Bahamas,2021-10,39.903225806451616
Bahamas,2021-11,12.8
Bahamas,2021-12,54.0
Bahamas,2022-01,260.83870967741933
Bahamas,2022-02,18.892857142857142
Bahamas,2022-03,4.419354838709677
Bahamas,2022-04,8.9
Bahamas,2022-05,38.096774193548384
Bahamas,2022-06,37.13333333333333
Bahamas,2022-07,24.161290322580644
Bahamas,2022-08,11.129032258064516
Bahamas,2022-09,6.966666666666667
Bahamas,2022-10,3.096774193548387
Bahamas,2022-11,3.2333333333333334
Bahamas,2022-12,0.25806451612903225
Bahamas,2023-01,0.0
Bahamas,2023-02,0.0
Bahamas,2023-03,0.0
Bahrain,2020-01,0.0
Bahrain,2020-02,1.4137931034482758
Bahrain,2020-03,16.774193548387096
Bahrain,2020-04,82.36666666666666
Bahrain,2020-05,265.4193548387097
Bahrain,2020-06,496.23333333333335
Bahrain,2020-07,437.6774193548387
Bahrain,2020-08,347.80645161290323
Bahrain,2020-09,614.1333333333333
Bahrain,2020-10,331.3225806451613
Bahrain,2020-11,167.76666666666668
Bahrain,2020-12,178.6451612903226
Bahrain,2021-01,327.2258064516129
Bahrain,2021-02,671.8571428571429
Bahrain,2021-03,690.516129032258
Bahrain,2021-04,1051.8
Bahrain,2021-05,2017.225806451613
Bahrain,2021-06,767.9
Bahrain,2021-07,103.58064516129032
Bahrain,2021-08,104.41935483870968
Bahrain,2021-09,80.73333333333333
Bahrain,2021-10,54.806451612903224
Bahrain,2021-11,27.2
Bahrain,2021-12,140.03225806451613
Bahrain,2022-01,2964.451612903226
Bahrain,2022-02,4719.107142857143
Bahrain,2022-03,1188.1935483870968
Bahrain,2022-04,456.76666666666665
Bahrain,2022-05,534.6451612903226
Bahrain,2022-06,1319.6333333333334
Bahrain,2022-07,1042.5806451612902
Bahrain,2022-08,372.4193548387097
Bahrain,2022-09,287.96666666666664
Bahrain,2022-10,302.64516129032256
Bahrain,2022-11,197.7
Bahrain,2022-12,73.74193548387096
Bahrain,2023-01,54.12903225806452
Bahrain,2023-02,237.32142857142858
Bahrain,2023-03,92.41935483870968
Bangladesh,2020-01,0.0
Bangladesh,2020-02,0.0
Bangladesh,2020-03,1.6451612903225807
Bangladesh,2020-04,253.76666666666668
Bangladesh,2020-05,1255.3225806451612
Bangladesh,2020-06,3198.3
Bangladesh,2020-07,2851.7096774193546
Bangladesh,2020-08,2359.2258064516127
Bangladesh,2020-09,1617.7666666666667
Bangladesh,2020-10,1377.3225806451612
Bangladesh,2020-11,1856.0
Bangladesh,2020-12,1493.0645161290322
Bangladesh,2021-01,665.7741935483871
Bangladesh,2021-02,379.7857142857143
Bangladesh,2021-03,2080.451612903226
Bangladesh,2021-04,4712.266666666666
Bangladesh,2021-05,1288.9032258064517
Bangladesh,2021-06,3698.4333333333334
Bangladesh,2021-07,10578.225806451614
Bangladesh,2021-08,7622.258064516129
Bangladesh,2021-09,1741.0333333333333
Bangladesh,2021-10,412.2903225806452
Bangladesh,2021-11,217.7
Bangladesh,2021-12,289.4516129032258
Bangladesh,2022-01,6868.5161290322585
Bangladesh,2022-02,4699.642857142857
Bangladesh,2022-03,232.29032258064515
Bangladesh,2022-04,34.43333333333333
Bangladesh,2022-05,25.516129032258064
Bangladesh,2022-06,674.9333333333333
Bangladesh,2022-07,954.0322580645161
Bangladesh,2022-08,204.51612903225808
Bangladesh,2022-09,434.5
Bangladesh,2022-10,308.48387096774195
Bangladesh,2022-11,41.7
Bangladesh,2022-12,17.032258064516128
Bangladesh,2023-01,13.903225806451612
Bangladesh,2023-02,7.321428571428571
Bangladesh,2023-03,1.3548387096774193
Barbados,2020-01,0.0
Barbados,2020-02,0.0
Barbados,2020-03,1.096774193548387
Barbados,2020-04,1.5666666666666667
Barbados,2020-05,0.3548387096774194
Barbados,2020-06,0.16666666666666666
Barbados,2020-07,0.41935483870967744
Barbados,2020-08,1.6774193548387097
Barbados,2020-09,0.4666666666666667
Barbados,2020-10,1.4193548387096775
Barbados,2020-11,1.3
Barbados,2020-12,3.3870967741935485
Barbados,2021-01,37.096774193548384
Barbados,2021-02,53.92857142857143
Barbados,2021-03,17.322580645161292
Barbados,2021-04,6.533333333333333
Barbados,2021-05,4.967741935483871
Barbados,2021-06,2.1333333333333333
Barbados,2021-07,9.935483870967742
Barbados,2021-08,20.161290322580644
Barbados,2021-09,110.3
Barbados,2021-10,295.2903225806452
Barbados,2021-11,243.1
Barbados,2021-12,101.16129032258064
Barbados,2022-01,503.8709677419355
Barbados,2022-02,355.32142857142856
Barbados,2022-03,125.38709677419355
Barbados,2022-04,352.8333333333333
Barbados,2022-05,329.19354838709677
Barbados,2022-06,119.16666666666667
Barbados,2022-07,242.70967741935485
Barbados,2022-08,284.48387096774195
Barbados,2022-09,45.5
Barbados,2022-10,14.0
Barbados,2022-11,33.06666666666667
Barbados,2022-12,35.45161290322581
Barbados,2023-01,20.70967741935484
Barbados,2023-02,17.428571428571427
Barbados,2023-03,4.935483870967742
Belarus,2020-01,0.0
Belarus,2020-02,0.034482758620689655
Belarus,2020-03,4.870967741935484
Belarus,2020-04,462.1333333333333
Belarus,2020-05,891.5806451612904
Belarus,2020-06,623.8333333333334
Belarus,2020-07,173.67741935483872
Belarus,2020-08,125.70967741935483
Belarus,2020-09,222.3
Belarus,2020-10,627.8387096774194
Belarus,2020-11,1239.6
Belarus,2020-12,1808.5483870967741
Belarus,2021-01,1681.0645161290322
Belarus,2021-02,1357.5357142857142
Belarus,2021-03,1081.9354838709678
Belarus,2021-04,1189.8333333333333
Belarus,2021-05,1111.516129032258
Belarus,2021-06,737.1333333333333
Belarus,2021-07,897.6774193548387
Belarus,2021-08,1114.0
Belarus,2021-09,1828.5
Belarus,2021-10,1938.3548387096773
Belarus,2021-11,1755.3333333333333
Belarus,2021-12,1374.1935483870968
Belarus,2022-01,1372.0
Belarus,2022-02,6245.178571428572
Belarus,2022-03,1336.9032258064517
Belarus,2022-04,552.9666666666667
Belarus,2022-05,70.54838709677419
Belarus,2022-06,0.0
Belarus,2022-07,360.3225806451613
Belarus,2022-08,0.0
Belarus,2022-09,0.0
Belarus,2022-10,0.0
Belarus,2022-11,0.0
Belarus,2022-12,0.0
Belarus,2023-01,0.0
Belarus,2023-02,0.0
Belarus,2023-03,0.0
Belgium,2020-01,0.0
Belgium,2020-02,0.034482758620689655
Belgium,2020-03,412.03225806451616
Belgium,2020-04,1151.8333333333333
Belgium,2020-05,301.5806451612903
Belgium,2020-06,97.0
Belgium,2020-07,233.61290322580646
Belgium,2020-08,510.7741935483871
Belgium,2020-09,1098.8333333333333
Belgium,2020-10,9940.967741935483
Belgium,2020-11,4544.233333333334
Belgium,2020-12,2170.451612903226
Belgium,2021-01,1995.6129032258063
Belgium,2021-02,2146.214285714286
Belgium,2021-03,3553.516129032258
Belgium,2021-04,3410.3
Belgium,2021-05,2211.8387096774195
Belgium,2021-06,721.0666666666667
Belgium,2021-07,1252.5806451612902
Belgium,2021-08,1933.8387096774193
Belgium,2021-09,1914.9333333333334
Belgium,2021-10,3659.7741935483873
Belgium,2021-11,13512.833333333334
Belgium,2021-12,10287.064516129032
Belgium,2022-01,33867.6129032258
Belgium,2022-02,13325.464285714286
Belgium,2022-03,9264.741935483871
Belgium,2022-04,6846.666666666667
Belgium,2022-05,3100.3225806451615
Belgium,2022-06,3117.3333333333335
Belgium,2022-07,5425.064516129032
Belgium,2022-08,1842.3870967741937
Belgium,2022-09,1881.7
Belgium,2022-10,2184.967741935484
Belgium,2022-11,905.7333333333333
Belgium,2022-12,930.2258064516129
Belgium,2023-01,750.0322580645161
Belgium,2023-02,934.1428571428571
Belgium,2023-03,700.3225806451613
Belize,2020-01,0.0
Belize,2020-02,0.0
Belize,2020-03,0.0967741935483871
Belize,2020-04,0.5
Belize,2020-05,0.0
Belize,2020-06,0.2
Belize,2020-07,0.6451612903225806
Belize,2020-08,30.677419354838708
Belize,2020-09,31.4
Belize,2020-10,48.225806451612904
Belize,2020-11,75.9
Belize,2020-12,158.7741935483871
Belize,2021-01,36.516129032258064
Belize,2021-02,12.428571428571429
Belize,2021-03,4.612903225806452
Belize,2021-04,7.066666666666666
Belize,2021-05,4.548387096774194
Belize,2021-06,14.4
Belize,2021-07,27.838709677419356
Belize,2021-08,70.64516129032258
Belize,2021-09,143.6
Belize,2021-10,186.93548387096774
Belize,2021-11,109.4
Belize,2021-12,74.93548387096774
Belize,2022-01,569.258064516129
Belize,2022-02,167.5
Belize,2022-03,16.35483870967742
Belize,2022-04,6.933333333333334
Belize,2022-05,60.25806451612903
Belize,2022-06,147.63333333333333
Belize,2022-07,95.90322580645162
Belize,2022-08,38.41935483870968
Belize,2022-09,18.4
Belize,2022-10,2.870967741935484
Belize,2022-11,3.033333333333333
Belize,2022-12,28.967741935483872
Belize,2023-01,23.032258064516128
Belize,2023-02,3.4642857142857144
Belize,2023-03,0.0
Benin,2020-01,0.0
Benin,2020-02,0.0
Benin,2020-03,0.2903225806451613
Benin,2020-04,1.7
Benin,2020-05,4.580645161290323
Benin,2020-06,31.866666666666667
Benin,2020-07,19.548387096774192
Benin,2020-08,10.96774193548387
Benin,2020-09,7.066666666666666
Benin,2020-10,9.225806451612904
Benin,2020-11,11.066666666666666
Benin,2020-12,7.612903225806452
Benin,2021-01,20.70967741935484
Benin,2021-02,55.035714285714285
Benin,2021-03,53.74193548387097
Benin,2021-04,16.933333333333334
Benin,2021-05,7.645161290322581
Benin,2021-06,4.7
Benin,2021-07,6.290322580645161
Benin,2021-08,160.38709677419354
Benin,2021-09,265.26666666666665
Benin,2021-10,27.70967741935484
Benin,2021-11,3.3666666666666667
Benin,2021-12,2.3225806451612905
Benin,2022-01,48.87096774193548
Benin,2022-02,4.178571428571429
Benin,2022-03,12.419354838709678
Benin,2022-04,0.0
Benin,2022-05,0.0
Benin,2022-06,8.8
Benin,2022-07,3.225806451612903
Benin,2022-08,5.612903225806452
Benin,2022-09,4.933333333333334
Benin,2022-10,4.645161290322581
Benin,2022-11,6.6
Benin,2022-12,0.06451612903225806
Benin,2023-01,0.22580645161290322
Benin,2023-02,0.03571428571428571
Benin,2023-03,0.2903225806451613
Bhutan,2020-01,0.0
Bhutan,2020-02,0.0
Bhutan,2020-03,0.12903225806451613
Bhutan,2020-04,0.1
Bhutan,2020-05,1.1612903225806452
Bhutan,2020-06,1.1333333333333333
